trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T00231,winter,0,42,-0.49,200,35,17.5,4.2,2.1,2.69,8.99,1.33,1.208,2.494,5.032,44.03
T00232,summer,1,34,26.84,200,65,32.5,1.983,1.7,0.827,4.51,0.963,1.232,1.254,3.45,23.52
T00233,spring,0,23,14.92,200,25,12.5,2.3,1.15,0.571,4.021,0.652,0.604,0.582,1.838,54.3
T00234,summer,1,34,32.7,200,20,10.0,1.983,1.7,1.385,5.068,0.68,0.85,1.218,2.748,45.77
T00235,spring,0,30,8.04,200,24,12.0,3.0,1.5,1.192,5.692,0.84,0.78,1.129,2.749,51.71
T00236,summer,1,36,36.2,200,185,92.5,2.1,1.8,1.766,5.666,2.46,2.385,3.403,8.248,-45.57
T00237,spring,0,30,17.02,200,13,6.5,3.0,1.5,0.609,5.109,0.73,0.698,0.536,1.963,61.57
T00238,spring,1,45,16.32,200,22,11.0,2.625,2.25,0.981,5.856,0.9,1.147,0.983,3.03,48.25
T00239,autumn,1,26,0.85,200,169,84.5,1.517,1.3,1.582,4.399,1.638,1.618,2.575,5.831,-32.55
T00240,summer,1,40,33.34,200,131,65.5,2.333,2.0,1.69,6.023,2.013,2.11,2.881,7.004,-16.29
T00241,summer,0,48,20.27,200,10,5.0,4.8,2.4,0.636,7.836,1.12,1.08,0.528,2.728,65.18
T00242,winter,0,15,10.88,200,0,0.0,1.5,0.75,0.504,2.754,0.3,0.3,0.378,0.978,64.48
T00243,autumn,1,32,12.83,200,150,75.0,1.867,1.6,0.94,4.406,1.813,1.84,2.133,5.786,-31.31
T00244,autumn,1,48,1.3,200,89,44.5,2.8,2.4,2.869,8.069,1.744,2.028,3.502,7.274,9.86
T00245,spring,0,37,7.44,200,17,8.5,3.7,1.85,1.519,7.069,0.95,0.897,1.355,3.202,54.7
T00246,summer,0,39,20.6,200,70,35.0,3.9,1.95,0.489,6.339,1.69,1.463,1.108,4.26,32.79
T00247,autumn,0,38,24.54,200,45,22.5,3.8,1.9,0.735,6.435,1.33,1.188,1.013,3.531,45.13
T00248,autumn,1,32,9.29,200,82,41.0,1.867,1.6,1.185,4.652,1.088,1.296,1.687,4.071,12.48
T00249,summer,0,30,21.79,200,5,2.5,3.0,1.5,0.402,4.902,0.65,0.637,0.289,1.576,67.84
T00250,summer,0,24,23.1,200,50,25.0,2.4,1.2,0.389,3.989,0.88,0.78,0.612,2.272,43.04
T00251,spring,0,39,12.3,200,27,13.5,3.9,1.95,1.19,7.04,1.131,1.043,1.198,3.372,52.1
T00252,summer,1,44,18.58,200,56,28.0,2.567,2.2,0.744,5.511,1.115,1.496,1.228,3.839,30.35
T00253,autumn,0,29,8.62,200,33,16.5,2.9,1.45,1.117,5.467,0.899,0.819,1.139,2.857,47.73
T00254,summer,1,48,20.09,200,10,5.0,2.8,2.4,0.654,5.854,0.96,1.08,0.544,2.584,55.86
T00255,spring,1,34,17.3,200,42,21.0,1.983,1.7,0.67,4.353,0.703,1.037,0.886,2.626,39.68
T00256,autumn,1,25,20.89,200,101,50.5,1.458,1.25,0.297,3.006,1.008,1.131,0.929,3.069,-2.09
T00257,winter,0,47,14.81,200,55,27.5,4.7,2.35,1.179,8.229,1.802,1.586,1.622,5.01,39.11
T00258,summer,1,39,27.09,200,17,8.5,2.275,1.95,0.969,5.194,0.78,0.946,0.894,2.62,49.56
T00259,autumn,0,23,11.69,200,143,71.5,2.3,1.15,0.732,4.182,1.556,1.282,1.532,4.371,-4.52
T00260,spring,0,24,11.39,200,26,13.0,2.4,1.2,0.78,4.38,0.688,0.636,0.77,2.094,52.19
T00261,autumn,1,29,7.89,200,32,16.0,1.692,1.45,1.162,4.304,0.58,0.812,1.169,2.561,40.5
T00262,autumn,0,41,12.23,200,9,4.5,4.1,2.05,1.258,7.408,0.943,0.912,1.043,2.899,60.87
T00263,spring,0,41,9.03,200,24,12.0,4.1,2.05,1.541,7.691,1.148,1.066,1.468,3.682,52.13
T00264,winter,0,21,11.47,200,0,0.0,2.1,1.05,0.679,3.829,0.42,0.42,0.507,1.347,64.82
T00265,spring,0,30,7.96,200,28,14.0,3.0,1.5,1.198,5.698,0.88,0.81,1.169,2.859,49.82
T00266,winter,0,34,-2.51,200,27,13.5,3.4,1.7,2.341,7.441,0.986,0.909,2.066,3.961,46.77
T00267,winter,1,37,7.56,200,175,87.5,2.158,1.85,1.509,5.517,2.405,2.359,3.101,7.864,-42.54
T00268,autumn,1,46,17.87,200,185,92.5,2.683,2.3,0.849,5.832,3.143,3.047,3.124,9.315,-59.71
T00269,summer,1,32,28.13,200,42,21.0,1.867,1.6,0.954,4.421,0.661,0.976,1.086,2.724,38.39
T00270,summer,0,28,22.16,200,0,0.0,2.8,1.4,0.397,4.597,0.56,0.56,0.246,1.366,70.28
T00271,spring,1,45,16.95,200,136,68.0,2.625,2.25,0.92,5.795,2.34,2.43,2.47,7.24,-24.94
T00272,autumn,0,25,14.01,200,25,12.5,2.5,1.25,0.67,4.42,0.708,0.656,0.674,2.039,53.87
T00273,winter,1,32,4.87,200,37,18.5,1.867,1.6,1.492,4.958,0.64,0.936,1.515,3.091,37.66
T00274,summer,1,17,18.01,200,135,67.5,0.992,0.85,0.308,2.15,0.878,0.914,0.895,2.687,-24.98
T00275,autumn,0,42,18.3,200,22,11.0,4.2,2.1,0.736,7.036,1.148,1.071,0.765,2.984,57.59
T00276,winter,0,30,6.14,200,42,21.0,3.0,1.5,1.316,5.816,1.02,0.915,1.395,3.33,42.74
T00277,autumn,1,49,18.81,200,113,56.5,2.858,2.45,0.804,6.113,2.172,2.364,2.185,6.721,-9.96
T00278,autumn,1,33,13.57,200,124,62.0,1.925,1.65,0.916,4.491,1.584,1.683,1.897,5.164,-14.98
T00279,spring,1,23,19.22,200,113,56.5,1.342,1.15,0.357,2.849,1.02,1.11,1.008,3.137,-10.14
T00280,spring,1,46,17.31,200,101,50.5,2.683,2.3,0.904,5.888,1.855,2.082,2.011,5.948,-1.03
T00281,spring,0,29,7.08,200,33,16.5,2.9,1.45,1.213,5.563,0.899,0.819,1.221,2.939,47.17
T00282,spring,1,29,6.33,200,160,80.0,1.692,1.45,1.26,4.402,1.74,1.74,2.366,5.846,-32.79
T00283,spring,0,37,14.13,200,15,7.5,3.7,1.85,0.983,6.533,0.925,0.879,0.879,2.683,58.93
T00284,spring,1,29,7.39,200,96,48.0,1.692,1.45,1.194,4.335,1.121,1.276,1.752,4.15,4.28
T00285,autumn,0,38,11.53,200,86,43.0,3.8,1.9,1.223,6.923,1.849,1.577,1.893,5.32,23.16
T00286,spring,1,51,11.74,200,85,42.5,2.975,2.55,1.618,7.143,1.785,2.104,2.506,6.395,10.47
T00287,summer,1,50,25.64,200,68,34.0,2.917,2.5,1.086,6.503,1.467,1.85,1.779,5.096,21.64
T00288,summer,0,41,26.9,200,57,28.5,4.1,2.05,1.003,7.153,1.599,1.404,1.418,4.422,38.19
T00289,summer,1,53,24.82,200,0,0.0,3.092,2.65,1.057,6.799,1.06,1.06,0.725,2.845,58.16
T00290,summer,1,17,31.96,200,60,30.0,0.992,0.85,0.662,2.504,0.453,0.595,0.799,1.847,26.22
T00291,winter,0,55,9.01,200,27,13.5,5.5,2.75,2.07,10.32,1.595,1.471,2.021,5.087,50.71
T00292,winter,1,36,5.7,200,71,35.5,2.1,1.8,1.613,5.513,1.092,1.359,2.017,4.468,18.97
T00293,spring,1,14,13.29,200,103,51.5,0.817,0.7,0.397,1.914,0.574,0.641,0.724,1.938,-1.28
T00294,summer,1,45,23.71,200,170,85.0,2.625,2.25,0.789,5.664,2.85,2.812,2.819,8.481,-49.73
T00295,spring,1,27,15.11,200,96,48.0,1.575,1.35,0.659,3.584,1.044,1.188,1.249,3.481,2.88
T00296,spring,1,25,13.1,200,144,72.0,1.458,1.25,0.719,3.428,1.367,1.4,1.609,4.375,-27.64
T00297,summer,1,18,31.16,200,66,33.0,1.05,0.9,0.667,2.617,0.516,0.657,0.852,2.025,22.61
T00298,winter,0,32,-1.48,200,47,23.5,3.2,1.6,2.125,6.925,1.141,1.016,2.082,4.24,38.78
T00299,spring,0,50,14.71,200,10,5.0,5.0,2.5,1.265,8.765,1.167,1.125,1.06,3.352,61.76
T00300,autumn,0,20,10.95,200,35,17.5,2.0,1.0,0.669,3.669,0.633,0.575,0.712,1.92,47.66
T00301,summer,1,39,20.19,200,88,44.0,2.275,1.95,0.523,4.748,1.404,1.638,1.347,4.389,7.56
T00302,winter,1,26,-0.23,200,45,22.5,1.517,1.3,1.649,4.466,0.563,0.812,1.613,2.989,33.07
T00303,summer,1,18,15.82,200,33,16.5,1.05,0.9,0.412,2.362,0.36,0.508,0.469,1.337,43.37
T00304,winter,0,59,-0.99,200,16,8.0,5.9,2.95,3.849,12.699,1.495,1.416,3.208,6.119,51.82
T00305,spring,1,31,20.55,200,23,11.5,1.808,1.55,0.392,3.751,0.62,0.798,0.446,1.865,50.28
T00306,autumn,1,19,13.68,200,152,76.0,1.108,0.95,0.523,2.581,1.089,1.102,1.248,3.439,-33.24
T00307,spring,1,41,14.89,200,114,57.0,2.392,2.05,1.021,5.463,1.831,1.989,2.135,5.955,-9.0
T00308,winter,0,41,-2.13,200,23,11.5,4.1,2.05,2.787,8.937,1.134,1.056,2.41,4.6,48.53
T00309,autumn,0,10,10.58,200,45,22.5,1.0,0.5,0.342,1.842,0.35,0.312,0.393,1.055,42.73
T00310,autumn,0,10,25.07,200,7,3.5,1.0,0.5,0.205,1.705,0.223,0.217,0.162,0.603,64.63
T00311,autumn,1,46,12.75,200,49,24.5,2.683,2.3,1.359,6.342,1.058,1.484,1.679,4.22,33.46
T00312,spring,1,26,-0.61,200,200,100.0,1.517,1.3,1.673,4.49,1.907,1.82,2.902,6.628,-47.64
T00313,spring,1,24,19.34,200,145,72.5,1.4,1.2,0.366,2.966,1.32,1.35,1.277,3.947,-33.06
T00314,winter,0,34,0.19,200,26,13.0,3.4,1.7,2.123,7.223,0.975,0.901,1.878,3.754,48.02
T00315,autumn,0,36,7.04,200,133,66.5,3.6,1.8,1.509,6.909,2.316,1.917,2.598,6.831,1.13
T00316,autumn,0,58,18.49,200,29,14.5,5.8,2.9,0.992,9.692,1.721,1.581,1.158,4.46,53.99
T00317,winter,1,30,8.64,200,46,23.0,1.75,1.5,1.153,4.403,0.66,0.945,1.294,2.899,34.17
T00318,winter,0,19,5.47,200,200,100.0,1.9,0.95,0.861,3.711,1.647,1.33,1.808,4.784,-28.92
T00319,autumn,1,24,6.25,200,46,23.0,1.4,1.2,1.047,3.647,0.528,0.756,1.14,2.424,33.53
T00320,winter,1,60,6.93,200,64,32.0,3.5,3.0,2.529,9.029,1.68,2.16,3.099,6.939,23.14
T00321,summer,1,43,22.33,200,118,59.0,2.508,2.15,0.625,5.284,1.978,2.128,1.914,6.02,-13.94
T00322,winter,0,38,7.43,200,18,9.0,3.8,1.9,1.561,7.261,0.988,0.931,1.404,3.323,54.23
T00323,winter,0,29,-0.69,200,27,13.5,2.9,1.45,1.871,6.221,0.841,0.776,1.66,3.277,47.32
T00324,summer,0,36,26.27,200,1,0.5,3.6,1.8,0.831,6.231,0.732,0.729,0.598,2.059,66.95
T00325,summer,0,43,32.53,200,47,23.5,4.3,2.15,1.734,8.184,1.534,1.365,1.892,4.791,41.46
T00326,winter,1,52,-1.06,200,142,71.0,3.033,2.6,3.401,9.034,2.808,2.886,4.898,10.592,-17.24
T00327,winter,1,60,11.31,200,53,26.5,3.5,3.0,1.959,8.459,1.46,1.995,2.42,5.875,30.55
T00328,summer,1,32,24.51,200,0,0.0,1.867,1.6,0.617,4.083,0.64,0.64,0.419,1.699,58.39
T00329,spring,0,37,18.0,200,31,15.5,3.7,1.85,0.672,6.222,1.122,1.027,0.795,2.944,52.69
T00330,spring,1,26,13.3,200,22,11.0,1.517,1.3,0.737,3.554,0.52,0.663,0.712,1.895,46.68
T00331,winter,0,23,7.12,200,28,14.0,2.3,1.15,0.96,4.41,0.675,0.621,0.932,2.227,49.49
T00332,autumn,0,30,9.43,200,20,10.0,3.0,1.5,1.102,5.602,0.8,0.75,1.016,2.566,54.19
T00333,autumn,0,28,7.46,200,35,17.5,2.8,1.4,1.148,5.348,0.887,0.805,1.175,2.867,46.39
T00334,summer,0,47,37.28,200,46,23.0,4.7,2.35,2.426,9.476,1.661,1.48,2.483,5.624,40.65
T00335,winter,0,24,1.37,200,9,4.5,2.4,1.2,1.431,5.031,0.552,0.534,1.143,2.229,55.7
T00336,autumn,0,29,15.72,200,22,11.0,2.9,1.45,0.67,5.02,0.793,0.739,0.666,2.198,56.22
T00337,summer,1,54,26.53,200,200,100.0,3.15,2.7,1.278,7.128,3.96,3.78,4.148,11.888,-66.79
T00338,spring,1,52,10.76,200,168,84.0,3.033,2.6,1.761,7.394,3.259,3.224,3.944,10.427,-41.01
T00339,winter,1,49,11.79,200,104,52.0,2.858,2.45,1.549,6.858,2.025,2.254,2.683,6.962,-1.52
T00340,spring,0,50,8.65,200,38,19.0,5.0,2.5,1.921,9.421,1.633,1.475,2.036,5.144,45.4
T00341,winter,1,27,4.41,200,95,47.5,1.575,1.35,1.285,4.21,1.035,1.181,1.77,3.987,5.31
T00342,summer,1,17,34.13,200,53,26.5,0.992,0.85,0.75,2.592,0.414,0.565,0.833,1.812,30.11
T00343,spring,0,33,14.81,200,38,19.0,3.3,1.65,0.828,5.778,1.078,0.974,0.971,3.022,47.69
T00344,autumn,0,44,26.94,200,0,0.0,4.4,2.2,1.08,7.68,0.88,0.88,0.773,2.533,67.02
T00345,autumn,0,33,19.04,200,5,2.5,3.3,1.65,0.525,5.475,0.715,0.701,0.388,1.805,67.04
T00346,summer,1,53,22.99,200,74,37.0,3.092,2.65,0.847,6.588,1.661,2.04,1.723,5.424,17.67
T00347,spring,1,54,7.34,200,175,87.5,3.15,2.7,2.228,8.078,3.51,3.443,4.547,11.5,-42.36
T00348,summer,1,43,23.46,200,0,0.0,2.508,2.15,0.731,5.389,0.86,0.86,0.481,2.201,59.17
T00349,winter,1,29,11.33,200,49,24.5,1.692,1.45,0.946,4.088,0.667,0.935,1.134,2.736,33.06
T00350,spring,0,52,12.6,200,61,30.5,5.2,2.6,1.554,9.354,2.097,1.833,2.099,6.03,35.53
T00351,autumn,0,34,18.32,200,49,24.5,3.4,1.7,0.594,5.694,1.235,1.097,0.893,3.225,43.36
T00352,autumn,0,35,11.42,200,18,9.0,3.5,1.75,1.135,6.385,0.91,0.858,1.037,2.804,56.08
T00353,winter,1,57,0.35,200,72,36.0,3.325,2.85,3.537,9.712,1.748,2.166,3.958,7.872,18.95
T00354,spring,1,42,11.3,200,112,56.0,2.45,2.1,1.373,5.923,1.848,2.016,2.438,6.302,-6.4
T00355,spring,0,18,16.11,200,20,10.0,1.8,0.9,0.401,3.101,0.48,0.45,0.389,1.319,57.45
T00356,summer,1,50,27.34,200,90,45.0,2.917,2.5,1.27,6.687,1.833,2.125,2.264,6.223,6.94
T00357,autumn,0,30,15.76,200,38,19.0,3.0,1.5,0.69,5.19,0.98,0.885,0.83,2.695,48.08
T00358,summer,1,35,23.15,200,0,0.0,2.042,1.75,0.572,4.363,0.7,0.7,0.371,1.771,59.4
T00359,spring,1,29,3.54,200,125,62.5,1.692,1.45,1.435,4.577,1.402,1.486,2.209,5.097,-11.36
T00360,winter,0,36,0.33,200,43,21.5,3.6,1.8,2.235,7.635,1.236,1.107,2.172,4.515,40.87
T00361,winter,0,51,2.15,200,19,9.5,5.1,2.55,2.945,10.595,1.343,1.262,2.513,5.118,51.7
T00362,spring,1,30,10.47,200,34,17.0,1.75,1.5,1.034,4.284,0.6,0.855,1.085,2.54,40.71
T00363,winter,1,24,0.86,200,50,25.0,1.4,1.2,1.46,4.06,0.56,0.78,1.476,2.816,30.63
T00364,autumn,1,24,13.55,200,103,51.5,1.4,1.2,0.668,3.268,0.984,1.098,1.23,3.312,-1.35
T00365,summer,1,26,24.67,200,63,31.5,1.517,1.3,0.51,3.327,0.719,0.929,0.84,2.488,25.2
T00366,autumn,1,27,11.67,200,57,28.5,1.575,1.35,0.861,3.786,0.693,0.925,1.104,2.721,28.12
T00367,winter,0,24,4.14,200,52,26.0,2.4,1.2,1.157,4.757,0.896,0.792,1.276,2.964,37.68
T00368,winter,0,37,0.82,200,13,6.5,3.7,1.85,2.255,7.805,0.9,0.86,1.848,3.609,53.76
T00369,spring,1,30,9.35,200,117,58.5,1.75,1.5,1.107,4.357,1.37,1.478,1.894,4.741,-8.81
T00370,summer,1,42,24.95,200,200,100.0,2.45,2.1,0.849,5.399,3.08,2.94,3.104,9.124,-68.99
T00371,summer,0,38,27.03,200,1,0.5,3.8,1.9,0.94,6.64,0.773,0.769,0.685,2.227,66.46
T00372,winter,0,34,4.03,200,53,26.5,3.4,1.7,1.647,6.747,1.281,1.13,1.825,4.236,37.21
T00373,winter,1,29,3.98,200,82,41.0,1.692,1.45,1.408,4.549,0.986,1.174,1.812,3.972,12.69
T00374,autumn,0,19,7.34,200,35,17.5,1.9,0.95,0.784,3.634,0.602,0.546,0.802,1.95,46.34
T00375,autumn,1,28,7.83,200,87,43.5,1.633,1.4,1.126,4.159,0.999,1.169,1.594,3.761,9.56
T00376,winter,0,22,11.09,200,46,23.0,2.2,1.1,0.729,4.029,0.777,0.693,0.85,2.32,42.41
T00377,autumn,1,17,3.34,200,88,44.0,0.992,0.85,0.849,2.69,0.612,0.714,1.112,2.438,9.36
T00378,spring,1,31,9.42,200,93,46.5,1.808,1.55,1.139,4.498,1.168,1.341,1.729,4.238,5.77
T00379,winter,0,17,2.36,200,21,10.5,1.7,0.85,0.974,3.524,0.459,0.429,0.842,1.73,50.91
T00380,spring,1,18,6.97,200,139,69.5,1.05,0.9,0.757,2.707,0.954,0.986,1.334,3.273,-20.9
T00381,summer,1,23,20.04,200,103,51.5,1.342,1.15,0.316,2.808,0.943,1.052,0.904,2.9,-3.27
T00382,spring,0,10,18.19,200,20,10.0,1.0,0.5,0.178,1.678,0.267,0.25,0.178,0.695,58.58
T00383,winter,0,47,6.37,200,182,91.0,4.7,2.35,2.038,9.088,3.791,3.078,4.14,11.01,-21.15
T00384,spring,1,49,18.23,200,86,43.0,2.858,2.45,0.866,6.175,1.731,2.034,1.84,5.605,9.23
T00385,winter,1,36,1.31,200,79,39.5,2.1,1.8,2.151,6.051,1.188,1.431,2.512,5.131,15.2
T00386,autumn,1,19,15.25,200,153,76.5,1.108,0.95,0.458,2.517,1.096,1.107,1.199,3.402,-35.15
T00387,winter,0,33,7.59,200,14,7.0,3.3,1.65,1.344,6.294,0.814,0.775,1.17,2.759,56.16
T00388,winter,0,10,7.69,200,16,8.0,1.0,0.5,0.405,1.905,0.253,0.24,0.359,0.852,55.27
T00389,summer,0,43,22.82,200,46,23.0,4.3,2.15,0.671,7.121,1.519,1.355,1.023,3.897,45.27
T00390,autumn,1,27,23.21,200,106,53.0,1.575,1.35,0.444,3.369,1.134,1.256,1.148,3.538,-4.99
T00391,autumn,1,22,17.95,200,200,100.0,1.283,1.1,0.402,2.785,1.613,1.54,1.59,4.743,-70.29
T00392,summer,0,14,29.86,200,52,26.0,1.4,0.7,0.475,2.575,0.523,0.462,0.566,1.551,39.78
T00393,autumn,0,24,11.16,200,2,1.0,2.4,1.2,0.792,4.392,0.496,0.492,0.607,1.595,63.67
T00394,autumn,1,46,8.64,200,200,100.0,2.683,2.3,1.769,6.752,3.373,3.22,4.109,10.702,-58.51
T00395,winter,0,44,12.21,200,39,19.5,4.4,2.2,1.352,7.952,1.452,1.309,1.518,4.279,46.19
T00396,autumn,1,39,18.88,200,120,60.0,2.275,1.95,0.634,4.859,1.82,1.95,1.816,5.586,-14.95
T00397,summer,1,36,18.49,200,124,62.0,2.1,1.8,0.616,4.516,1.728,1.836,1.745,5.309,-17.56
T00398,winter,0,38,5.44,200,186,93.0,3.8,1.9,1.725,7.425,3.116,2.527,3.458,9.101,-22.58
T00399,summer,1,39,28.48,200,158,79.0,2.275,1.95,1.196,5.421,2.314,2.321,2.776,7.41,-36.69
T00400,spring,1,28,7.25,200,122,61.0,1.633,1.4,1.161,4.194,1.325,1.414,1.918,4.657,-11.02
T00401,autumn,0,47,8.38,200,23,11.5,4.7,2.35,1.834,8.884,1.3,1.21,1.725,4.236,52.32
T00402,autumn,0,19,6.22,200,22,11.0,1.9,0.95,0.83,3.68,0.519,0.484,0.767,1.771,51.88
T00403,summer,0,44,18.09,200,8,4.0,4.4,2.2,0.791,7.391,0.997,0.968,0.634,2.599,64.83
T00404,summer,1,34,16.32,200,66,33.0,1.983,1.7,0.742,4.425,0.975,1.241,1.192,3.407,23.0
T00405,spring,0,37,19.06,200,20,10.0,3.7,1.85,0.587,6.137,0.987,0.925,0.6,2.512,59.07
T00406,spring,0,26,17.61,200,14,7.0,2.6,1.3,0.494,4.394,0.641,0.611,0.444,1.696,61.39
T00407,autumn,0,38,12.55,200,74,37.0,3.8,1.9,1.139,6.839,1.697,1.463,1.686,4.846,29.14
T00408,summer,1,25,27.67,200,48,24.0,1.458,1.25,0.653,3.361,0.567,0.8,0.833,2.199,34.58
T00409,autumn,0,28,8.86,200,33,16.5,2.8,1.4,1.063,5.263,0.868,0.791,1.087,2.746,47.83
T00410,winter,0,23,7.27,200,0,0.0,2.3,1.15,0.952,4.402,0.46,0.46,0.732,1.652,62.47
T00411,autumn,1,31,13.54,200,47,23.5,1.808,1.55,0.863,4.221,0.692,0.984,1.068,2.745,34.98
T00412,autumn,1,32,8.75,200,42,21.0,1.867,1.6,1.223,4.689,0.661,0.976,1.335,2.973,36.61
T00413,spring,1,23,12.32,200,182,91.0,1.342,1.15,0.701,3.193,1.549,1.506,1.775,4.83,-51.3
T00414,spring,1,53,10.52,200,96,48.0,3.092,2.65,1.822,7.564,2.049,2.332,2.898,7.28,3.76
T00415,summer,1,48,24.06,200,131,65.5,2.8,2.4,0.878,6.078,2.416,2.532,2.475,7.423,-22.14
T00416,summer,1,43,26.52,200,37,18.5,2.508,2.15,1.016,5.674,0.86,1.258,1.199,3.317,41.55
T00417,winter,0,46,2.95,200,64,32.0,4.6,2.3,2.569,9.469,1.901,1.656,2.848,6.405,32.36
T00418,spring,1,16,11.47,200,124,62.0,0.933,0.8,0.517,2.25,0.768,0.816,0.981,2.565,-14.0
T00419,summer,1,59,22.45,200,88,44.0,3.442,2.95,0.874,7.266,2.124,2.478,2.108,6.71,7.65
T00420,autumn,0,31,22.78,200,34,17.0,3.1,1.55,0.481,5.131,0.971,0.884,0.624,2.479,51.69
T00421,summer,1,39,27.36,200,66,33.0,2.275,1.95,0.992,5.217,1.118,1.423,1.487,4.028,22.79
T00422,autumn,1,42,13.51,200,54,27.0,2.45,2.1,1.171,5.721,1.036,1.407,1.537,3.98,30.44
T00423,summer,1,10,26.99,200,161,80.5,0.583,0.5,0.247,1.33,0.603,0.603,0.66,1.865,-40.27
T00424,spring,1,18,19.4,200,150,75.0,1.05,0.9,0.272,2.222,1.02,1.035,0.983,3.038,-36.69
T00425,autumn,0,28,16.06,200,25,12.5,2.8,1.4,0.626,4.826,0.793,0.735,0.65,2.179,54.86
T00426,autumn,0,33,11.99,200,52,26.0,3.3,1.65,1.029,5.979,1.232,1.089,1.28,3.601,39.78
T00427,summer,1,31,25.71,200,104,52.0,1.808,1.55,0.678,4.036,1.281,1.426,1.441,4.149,-2.79
T00428,autumn,1,34,9.17,200,135,67.5,1.983,1.7,1.268,4.951,1.757,1.827,2.341,5.925,-19.67
T00429,spring,1,50,14.25,200,137,68.5,2.917,2.5,1.315,6.731,2.617,2.712,3.007,8.336,-23.84
T00430,summer,1,38,23.57,200,100,50.0,2.217,1.9,0.655,4.771,1.52,1.71,1.572,4.802,-0.65
T00431,autumn,0,34,22.5,200,12,6.0,3.4,1.7,0.507,5.607,0.816,0.782,0.442,2.04,63.61
T00432,winter,0,22,12.27,200,23,11.5,2.2,1.1,0.673,3.973,0.609,0.566,0.651,1.826,54.04
T00433,spring,1,50,6.44,200,126,63.0,2.917,2.5,2.161,7.577,2.433,2.575,3.558,8.566,-13.05
T00434,autumn,0,36,11.49,200,23,11.5,3.6,1.8,1.162,6.562,0.996,0.927,1.116,3.039,53.69
T00435,spring,1,26,14.64,200,143,71.5,1.517,1.3,0.661,3.478,1.413,1.45,1.592,4.454,-28.06
T00436,summer,1,33,21.91,200,39,19.5,1.925,1.65,0.45,4.025,0.66,0.982,0.661,2.303,42.79
T00437,autumn,0,22,15.48,200,31,15.5,2.2,1.1,0.52,3.82,0.667,0.61,0.574,1.852,51.52
T00438,autumn,0,39,10.77,200,0,0.0,3.9,1.95,1.32,7.17,0.78,0.78,0.992,2.552,64.41
T00439,summer,1,33,28.92,200,188,94.0,1.925,1.65,1.047,4.622,2.288,2.211,2.689,7.188,-55.52
T00440,winter,0,25,11.19,200,196,98.0,2.5,1.25,0.823,4.573,2.133,1.725,2.086,5.945,-29.99
T00441,autumn,1,27,9.51,200,34,17.0,1.575,1.35,0.987,3.912,0.54,0.769,1.024,2.334,40.35
T00442,summer,1,19,17.95,200,176,88.0,1.108,0.95,0.347,2.406,1.241,1.216,1.236,3.694,-53.54
T00443,autumn,1,42,16.07,200,78,39.0,2.45,2.1,0.939,5.489,1.372,1.659,1.643,4.674,14.85
T00444,spring,1,25,20.74,200,112,56.0,1.458,1.25,0.306,3.014,1.1,1.2,1.019,3.319,-10.1
T00445,autumn,0,43,14.4,200,66,33.0,4.3,2.15,1.117,7.567,1.806,1.569,1.659,5.034,33.47
T00446,spring,1,28,11.55,200,45,22.5,1.633,1.4,0.9,3.933,0.607,0.875,1.05,2.531,35.64
T00447,winter,0,60,5.39,200,0,0.0,6.0,3.0,2.729,11.729,1.2,1.2,2.117,4.517,61.49
T00448,spring,1,36,5.72,200,105,52.5,2.1,1.8,1.612,5.512,1.5,1.665,2.382,5.547,-0.65
T00449,spring,1,33,7.55,200,117,58.5,1.925,1.65,1.346,4.921,1.507,1.625,2.192,5.324,-8.18
T00450,summer,1,29,17.1,200,108,54.0,1.692,1.45,0.583,3.725,1.237,1.363,1.34,3.941,-5.79
T00451,spring,0,34,15.59,200,22,11.0,3.4,1.7,0.795,5.895,0.929,0.867,0.788,2.585,56.16
T00452,winter,0,21,10.24,200,52,26.0,2.1,1.05,0.735,3.885,0.784,0.693,0.882,2.359,39.28
T00453,spring,1,22,16.88,200,200,100.0,1.283,1.1,0.453,2.836,1.613,1.54,1.633,4.786,-68.75
T00454,summer,1,49,20.96,200,26,13.0,2.858,2.45,0.576,5.884,0.98,1.298,0.712,2.991,49.17
T00455,summer,1,16,28.7,200,192,96.0,0.933,0.8,0.499,2.232,1.131,1.088,1.317,3.536,-58.38
T00456,summer,1,18,25.75,200,67,33.5,1.05,0.9,0.395,2.345,0.522,0.661,0.639,1.822,22.31
T00457,winter,1,36,3.09,200,163,81.5,2.1,1.8,1.817,5.717,2.196,2.187,3.182,7.565,-32.34
T00458,spring,0,25,12.51,200,9,4.5,2.5,1.25,0.752,4.502,0.575,0.556,0.623,1.755,61.02
T00459,autumn,0,28,9.75,200,63,31.5,2.8,1.4,1.009,5.209,1.148,1.001,1.294,3.443,33.92
T00460,summer,0,44,26.64,200,39,19.5,4.4,2.2,1.051,7.651,1.452,1.309,1.263,4.024,47.4
T00461,summer,1,57,19.24,200,24,12.0,3.325,2.85,0.882,7.057,1.14,1.482,0.974,3.596,49.04
T00462,autumn,0,30,14.59,200,59,29.5,3.0,1.5,0.767,5.267,1.19,1.042,1.083,3.316,37.04
